"month","UF","admissions","dismissals","source"
"2020-05","RS",44143,78641,"Novo CAGED"
"2020-05","SC",46819,70893,"Novo CAGED"
"2020-05","SE",2640,6308,"Novo CAGED"
"2020-05","SP",213203,330479,"Novo CAGED"
"2020-05","TO",3825,5087,"Novo CAGED"
"2020-06","AC",1693,1506,"Novo CAGED"
"2020-06","AL",5700,4879,"Novo CAGED"
"2020-06","AM",7947,8349,"Novo CAGED"
"2020-06","AP",1045,1056,"Novo CAGED"
"2020-06","BA",30998,33868,"Novo CAGED"
"2020-06","CE",18794,20597,"Novo CAGED"
"2020-06","DF",15497,18470,"Novo CAGED"
"2020-06","ES",18573,19696,"Novo CAGED"
"2020-06","GO",37090,32635,"Novo CAGED"
"2020-06","MA",12115,8346,"Novo CAGED"
"2020-06","MG",108199,103028,"Novo CAGED"
"2020-06","MS",14894,13386,"Novo CAGED"
"2020-06","MT",30014,22475,"Novo CAGED"
"2020-06","PA",20510,16063,"Novo CAGED"
"2020-06","PB",5776,5727,"Novo CAGED"
"2020-06","PE",18038,21537,"Novo CAGED"
"2020-06","PI",5425,4846,"Novo CAGED"
"2020-06","PR",74678,73105,"Novo CAGED"
"2020-06","RJ",50231,67975,"Novo CAGED"
"2020-06","RN",9601,7906,"Novo CAGED"
"2020-06","RO",6829,5999,"Novo CAGED"
"2020-06","RR",1709,1644,"Novo CAGED"
"2020-06","RS",54490,60699,"Novo CAGED"
"2020-06","SC",60893,57537,"Novo CAGED"
"2020-06","SE",4053,4866,"Novo CAGED"
"2020-06","SP",277382,305285,"Novo CAGED"
"2020-06","TO",4966,3828,"Novo CAGED"
"2020-07","AC",2020,1600,"Novo CAGED"
"2020-07","AL",7377,5718,"Novo CAGED"
"2020-07","AM",12863,9460,"Novo CAGED"
"2020-07","AP",1590,1664,"Novo CAGED"
"2020-07","BA",37528,33358,"Novo CAGED"
"2020-07","CE",27111,20155,"Novo CAGED"
"2020-07","DF",19568,18227,"Novo CAGED"
"2020-07","ES",21964,20047,"Novo CAGED"
"2020-07","GO",40277,34018,"Novo CAGED"
"2020-07","MA",14455,9083,"Novo CAGED"
"2020-07","MG",126173,105592,"Novo CAGED"
"2020-07","MS",17713,14451,"Novo CAGED"
"2020-07","MT",31349,24794,"Novo CAGED"
"2020-07","PA",25648,17147,"Novo CAGED"
"2020-07","PB",9060,6980,"Novo CAGED"
"2020-07","PE",28349,22608,"Novo CAGED"
"2020-07","PI",5913,4352,"Novo CAGED"
"2020-07","PR",83579,73490,"Novo CAGED"
"2020-07","RJ",62900,68157,"Novo CAGED"
"2020-07","RN",10187,8829,"Novo CAGED"
"2020-07","RO",8352,6918,"Novo CAGED"
"2020-07","RR",1682,1479,"Novo CAGED"
"2020-07","RS",62229,59827,"Novo CAGED"
"2020-07","SC",73172,61728,"Novo CAGED"
"2020-07","SE",4496,5284,"Novo CAGED"
"2020-07","SP",308866,289757,"Novo CAGED"
"2020-07","TO",5848,4103,"Novo CAGED"
"2020-08","AC",2614,1718,"Novo CAGED"
"2020-08","AL",9806,5956,"Novo CAGED"
"2020-08","AM",15973,8787,"Novo CAGED"
"2020-08","AP",1821,1398,"Novo CAGED"
"2020-08","BA",45140,35979,"Novo CAGED"
"2020-08","CE",34352,21852,"Novo CAGED"
"2020-08","DF",21510,18214,"Novo CAGED"
"2020-08","ES",25284,19792,"Novo CAGED"
"2020-08","GO",44291,36596,"Novo CAGED"
"2020-08","MA",15837,9802,"Novo CAGED"
"2020-08","MG",141143,113955,"Novo CAGED"
"2020-08","MS",17349,14880,"Novo CAGED"
"2020-08","MT",30900,26966,"Novo CAGED"
"2020-08","PA",27671,17948,"Novo CAGED"
"2020-08","PB",16862,6745,"Novo CAGED"
"2020-08","PE",38056,25408,"Novo CAGED"
"2020-08","PI",7269,4790,"Novo CAGED"
"2020-08","PR",98716,82230,"Novo CAGED"
"2020-08","RJ",75683,75007,"Novo CAGED"
"2020-08","RN",14632,8686,"Novo CAGED"
"2020-08","RO",8553,6916,"Novo CAGED"
"2020-08","RR",2186,1434,"Novo CAGED"
"2020-08","RS",73800,66858,"Novo CAGED"
"2020-08","SC",87063,69384,"Novo CAGED"
"2020-08","SE",5268,4902,"Novo CAGED"
"2020-08","SP",379516,318435,"Novo CAGED"
"2020-08","TO",6148,4069,"Novo CAGED"
"2020-09","AC",2308,1735,"Novo CAGED"
"2020-09","AL",22879,6228,"Novo CAGED"
"2020-09","AM",15919,10066,"Novo CAGED"
"2020-09","AP",1797,1324,"Novo CAGED"
"2020-09","BA",52410,35580,"Novo CAGED"
"2020-09","CE",37177,24276,"Novo CAGED"
"2020-09","DF",21112,18695,"Novo CAGED"
"2020-09","ES",28017,21235,"Novo CAGED"
"2020-09","GO",47474,39631,"Novo CAGED"
"2020-09","MA",15693,10436,"Novo CAGED"
"2020-09","MG",156938,121986,"Novo CAGED"
"2020-09","MS",18978,16013,"Novo CAGED"
"2020-09","MT",34807,28842,"Novo CAGED"
"2020-09","PA",29412,19635,"Novo CAGED"
"2020-09","PB",13430,11291,"Novo CAGED"
"2020-09","PE",47515,24676,"Novo CAGED"
"2020-09","PI",8078,5421,"Novo CAGED"
"2020-09","PR",109406,89695,"Novo CAGED"
"2020-09","RJ",82842,73004,"Novo CAGED"
"2020-09","RN",14088,9599,"Novo CAGED"
"2020-09","RO",9012,7499,"Novo CAGED"
"2020-09","RR",2565,1463,"Novo CAGED"
"2020-09","RS",86955,71285,"Novo CAGED"
"2020-09","SC",100228,75587,"Novo CAGED"
"2020-09","SE",8899,5397,"Novo CAGED"
"2020-09","SP",420880,347140,"Novo CAGED"
"2020-09","TO",6801,4912,"Novo CAGED"
"2020-10","AC",2645,1848,"Novo CAGED"
"2020-10","AL",10958,6242,"Novo CAGED"
"2020-10","AM",16336,10594,"Novo CAGED"
"2020-10","AP",2096,1290,"Novo CAGED"
"2020-10","BA",56248,39818,"Novo CAGED"
"2020-10","CE",43310,26536,"Novo CAGED"
"2020-10","DF",24057,19450,"Novo CAGED"
"2020-10","ES",31982,22830,"Novo CAGED"
"2020-10","GO",52452,44011,"Novo CAGED"
"2020-10","MA",17142,10930,"Novo CAGED"
"2020-10","MG",169733,130432,"Novo CAGED"
"2020-10","MS",21789,17008,"Novo CAGED"
"2020-10","MT",36402,29278,"Novo CAGED"
"2020-10","PA",30768,20973,"Novo CAGED"
"2020-10","PB",13236,11793,"Novo CAGED"
"2020-10","PE",40709,27294,"Novo CAGED"
"2020-10","PI",9304,5537,"Novo CAGED"
"2020-10","PR",127836,95095,"Novo CAGED"
"2020-10","RJ",96356,80098,"Novo CAGED"
"2020-10","RN",14070,9300,"Novo CAGED"
"2020-10","RO",9175,7639,"Novo CAGED"
"2020-10","RR",2710,1999,"Novo CAGED"
"2020-10","RS",103977,77205,"Novo CAGED"
"2020-10","SC",118014,85409,"Novo CAGED"
"2020-10","SE",9021,5269,"Novo CAGED"
"2020-10","SP",492747,378758,"Novo CAGED"
"2020-10","TO",6776,5143,"Novo CAGED"
"2020-11","AC",2412,1618,"Novo CAGED"
"2020-11","AL",9578,5847,"Novo CAGED"
"2020-11","AM",15686,10240,"Novo CAGED"
"2020-11","AP",1334,1089,"Novo CAGED"
"2020-11","BA",55100,41079,"Novo CAGED"
"2020-11","CE",40033,23478,"Novo CAGED"
"2020-11","DF",23406,19213,"Novo CAGED"
"2020-11","ES",32994,21865,"Novo CAGED"
"2020-11","GO",50791,45670,"Novo CAGED"
"2020-11","MA",15422,11002,"Novo CAGED"
"2020-11","MG",161153,128949,"Novo CAGED"
"2020-11","MS",20868,15431,"Novo CAGED"
"2020-11","MT",32084,29841,"Novo CAGED"
"2020-11","PA",27586,21306,"Novo CAGED"
"2020-11","PB",17854,7700,"Novo CAGED"
"2020-11","PE",39571,25768,"Novo CAGED"
"2020-11","PI",9091,6109,"Novo CAGED"
"2020-11","PR",121816,92506,"Novo CAGED"
"2020-11","RJ",103659,70894,"Novo CAGED"
"2020-11","RN",14113,9353,"Novo CAGED"
"2020-11","RO",8952,7884,"Novo CAGED"
"2020-11","RR",2959,1762,"Novo CAGED"
"2020-11","RS",105468,76028,"Novo CAGED"
"2020-11","SC",112160,79422,"Novo CAGED"
"2020-11","SE",7449,4735,"Novo CAGED"
"2020-11","SP",504985,368760,"Novo CAGED"
"2020-11","TO",6478,5340,"Novo CAGED"
"2020-12","AC",1785,1837,"Novo CAGED"
"2020-12","AL",8317,6785,"Novo CAGED"
"2020-12","AM",11565,13081,"Novo CAGED"
"2020-12","AP",1871,1591,"Novo CAGED"
"2020-12","BA",49854,49939,"Novo CAGED"
"2020-12","CE",30101,26378,"Novo CAGED"
"2020-12","DF",20450,21408,"Novo CAGED"
"2020-12","ES",27580,29469,"Novo CAGED"
"2020-12","GO",44043,45247,"Novo CAGED"
"2020-12","MA",11171,14188,"Novo CAGED"
"2020-12","MG",133567,139592,"Novo CAGED"
"2020-12","MS",15860,18444,"Novo CAGED"
"2020-12","MT",27169,31211,"Novo CAGED"
"2020-12","PA",20587,26184,"Novo CAGED"
"2020-12","PB",10595,9385,"Novo CAGED"
"2020-12","PE",32014,34447,"Novo CAGED"
"2020-12","PI",6521,6731,"Novo CAGED"
"2020-12","PR",93294,102479,"Novo CAGED"
"2020-12","RJ",94435,88349,"Novo CAGED"
"2020-12","RN",11137,12083,"Novo CAGED"
"2020-12","RO",7387,7100,"Novo CAGED"
"2020-12","RR",2350,2007,"Novo CAGED"
"2020-12","RS",84777,86021,"Novo CAGED"
"2020-12","SC",85304,98382,"Novo CAGED"
"2020-12","SE",6461,5851,"Novo CAGED"
"2020-12","SP",404741,444812,"Novo CAGED"
"2020-12","TO",5252,5142,"Novo CAGED"
"2021-01","AC",2485,1990,"Novo CAGED"
"2021-01","AL",9443,9613,"Novo CAGED"
"2021-01","AM",13712,11819,"Novo CAGED"
"2021-01","AP",1803,1771,"Novo CAGED"
"2021-01","BA",58816,43369,"Novo CAGED"
"2021-01","CE",39468,31415,"Novo CAGED"
"2021-01","DF",24485,20664,"Novo CAGED"
"2021-01","ES",30799,25607,"Novo CAGED"
"2021-01","GO",59075,42193,"Novo CAGED"
"2021-01","MA",15332,15163,"Novo CAGED"
"2021-01","MG",164006,138471,"Novo CAGED"
"2021-01","MS",20990,17117,"Novo CAGED"
"2021-01","MT",44806,29155,"Novo CAGED"
"2021-01","PA",26248,23940,"Novo CAGED"
"2021-01","PB",11989,12282,"Novo CAGED"
"2021-01","PE",36319,34972,"Novo CAGED"
"2021-01","PI",8938,7285,"Novo CAGED"
"2021-01","PR",123870,99410,"Novo CAGED"
"2021-01","RJ",92095,92786,"Novo CAGED"
"2021-01","RN",14447,12207,"Novo CAGED"
"2021-01","RO",8796,8236,"Novo CAGED"
"2021-01","RR",2548,2093,"Novo CAGED"
"2021-01","RS",114777,85390,"Novo CAGED"
"2021-01","SC",126150,93497,"Novo CAGED"
"2021-01","SE",7400,6925,"Novo CAGED"
"2021-01","SP",472265,414192,"Novo CAGED"
"2021-01","TO",7050,5458,"Novo CAGED"
"2021-02","AC",3101,2032,"Novo CAGED"
"2021-02","AL",9104,9629,"Novo CAGED"
"2021-02","AM",10526,11262,"Novo CAGED"
"2021-02","AP",2005,1709,"Novo CAGED"
"2021-02","BA",63353,43558,"Novo CAGED"
"2021-02","CE",43549,31040,"Novo CAGED"
"2021-02","DF",25299,21928,"Novo CAGED"
"2021-02","ES",33407,26012,"Novo CAGED"
"2021-02","GO",61991,42431,"Novo CAGED"
"2021-02","MA",16464,12857,"Novo CAGED"
"2021-02","MG",191767,137618,"Novo CAGED"
"2021-02","MS",25484,17663,"Novo CAGED"
"2021-02","MT",44300,30767,"Novo CAGED"
"2021-02","PA",29732,22561,"Novo CAGED"
"2021-02","PB",13422,13670,"Novo CAGED"
"2021-02","PE",40304,38194,"Novo CAGED"
"2021-02","PI",10355,7433,"Novo CAGED"
"2021-02","PR",149231,107779,"Novo CAGED"
"2021-02","RJ",98581,82771,"Novo CAGED"
"2021-02","RN",14639,12793,"Novo CAGED"
"2021-02","RO",9960,8107,"Novo CAGED"
"2021-02","RR",2397,2025,"Novo CAGED"
"2021-02","RS",121692,91927,"Novo CAGED"
"2021-02","SC",134648,100635,"Novo CAGED"
"2021-02","SE",7590,7379,"Novo CAGED"
"2021-02","SP",533111,421314,"Novo CAGED"
"2021-02","TO",8251,5320,"Novo CAGED"
"2021-03","AC",2551,2278,"Novo CAGED"
"2021-03","AL",9993,18386,"Novo CAGED"
"2021-03","AM",14895,13128,"Novo CAGED"
"2021-03","AP",1992,1737,"Novo CAGED"
"2021-03","BA",60544,49983,"Novo CAGED"
"2021-03","CE",34955,36231,"Novo CAGED"
"2021-03","DF",23638,21519,"Novo CAGED"
"2021-03","ES",34742,30204,"Novo CAGED"
"2021-03","GO",54609,48237,"Novo CAGED"
"2021-03","MA",16158,12469,"Novo CAGED"
"2021-03","MG",191506,153193,"Novo CAGED"
"2021-03","MS",25470,20241,"Novo CAGED"
"2021-03","MT",38965,36681,"Novo CAGED"
"2021-03","PA",29846,25382,"Novo CAGED"
"2021-03","PB",13130,11153,"Novo CAGED"
"2021-03","PE",36967,39496,"Novo CAGED"
"2021-03","PI",8449,7018,"Novo CAGED"
"2021-03","PR",129341,118763,"Novo CAGED"
"2021-03","RJ",105567,92785,"Novo CAGED"
"2021-03","RN",15436,13360,"Novo CAGED"
"2021-03","RO",9274,8679,"Novo CAGED"
"2021-03","RR",2529,2211,"Novo CAGED"
"2021-03","RS",116500,99967,"Novo CAGED"
"2021-03","SC",127046,106484,"Novo CAGED"
"2021-03","SE",7674,9150,"Novo CAGED"
"2021-03","SP",497818,456706,"Novo CAGED"
"2021-03","TO",7304,5879,"Novo CAGED"
"2021-04","AC",2720,2149,"Novo CAGED"
"2021-04","AL",8656,11909,"Novo CAGED"
"2021-04","AM",14523,12481,"Novo CAGED"
"2021-04","AP",1422,1486,"Novo CAGED"
"2021-04","BA",55254,45303,"Novo CAGED"
"2021-04","CE",30606,27198,"Novo CAGED"
"2021-04","DF",23046,19471,"Novo CAGED"
"2021-04","ES",27453,25330,"Novo CAGED"
"2021-04","GO",56092,44778,"Novo CAGED"
"2021-04","MA",15286,12186,"Novo CAGED"
"2021-04","MG",157458,142784,"Novo CAGED"
"2021-04","MS",22637,18146,"Novo CAGED"
"2021-04","MT",34793,33130,"Novo CAGED"
"2021-04","PA",26296,21898,"Novo CAGED"
"2021-04","PB",10814,10282,"Novo CAGED"
"2021-04","PE",33752,28681,"Novo CAGED"
"2021-04","PI",8493,6416,"Novo CAGED"
"2021-04","PR",111957,102691,"Novo CAGED"
"2021-04","RJ",83110,78692,"Novo CAGED"
"2021-04","RN",12466,12563,"Novo CAGED"
"2021-04","RO",8694,7977,"Novo CAGED"
"2021-04","RR",2345,2051,"Novo CAGED"
"2021-04","RS",91492,92433,"Novo CAGED"
"2021-04","SC",104244,93874,"Novo CAGED"
"2021-04","SE",6262,6624,"Novo CAGED"
"2021-04","SP",430592,407560,"Novo CAGED"
"2021-04","TO",6781,5510,"Novo CAGED"
"2021-05","AC",3847,2233,"Novo CAGED"
"2021-05","AL",10307,7074,"Novo CAGED"
"2021-05","AM",15673,11798,"Novo CAGED"
"2021-05","AP",2125,1652,"Novo CAGED"
"2021-05","BA",59030,47912,"Novo CAGED"
"2021-05","CE",31868,27293,"Novo CAGED"
"2021-05","DF",24577,21021,"Novo CAGED"
"2021-05","ES",37781,27109,"Novo CAGED"
"2021-05","GO",59203,46255,"Novo CAGED"
"2021-05","MA",15803,12102,"Novo CAGED"
"2021-05","MG",177042,140461,"Novo CAGED"
"2021-05","MS",23465,18519,"Novo CAGED"
"2021-05","MT",40060,31887,"Novo CAGED"
"2021-05","PA",32712,23740,"Novo CAGED"
"2021-05","PB",12283,9301,"Novo CAGED"
"2021-05","PE",36428,28178,"Novo CAGED"
"2021-05","PI",9450,6031,"Novo CAGED"
"2021-05","PR",120639,104272,"Novo CAGED"
"2021-05","RJ",98169,80401,"Novo CAGED"
"2021-05","RN",12928,10757,"Novo CAGED"
"2021-05","RO",10437,8985,"Novo CAGED"
"2021-05","RR",2509,2228,"Novo CAGED"
"2021-05","RS",98191,91269,"Novo CAGED"
"2021-05","SC",109378,96050,"Novo CAGED"
"2021-05","SE",6582,6057,"Novo CAGED"
"2021-05","SP",489176,404933,"Novo CAGED"
"2021-05","TO",7655,5907,"Novo CAGED"
"2021-06","AC",3196,2169,"Novo CAGED"
"2021-06","AL",11828,6841,"Novo CAGED"
"2021-06","AM",17683,12238,"Novo CAGED"
"2021-06","AP",2111,1730,"Novo CAGED"
"2021-06","BA",56833,48303,"Novo CAGED"
"2021-06","CE",38319,28390,"Novo CAGED"
"2021-06","DF",27406,22656,"Novo CAGED"
"2021-06","ES",34708,29998,"Novo CAGED"
"2021-06","GO",62773,46284,"Novo CAGED"
"2021-06","MA",18986,11943,"Novo CAGED"
"2021-06","MG",184238,145004,"Novo CAGED"
"2021-06","MS",22343,18147,"Novo CAGED"
"2021-06","MT",47040,32775,"Novo CAGED"
"2021-06","PA",35166,24807,"Novo CAGED"
"2021-06","PB",12123,8733,"Novo CAGED"
"2021-06","PE",35606,28679,"Novo CAGED"
"2021-06","PI",11712,6605,"Novo CAGED"
"2021-06","PR",119610,103634,"Novo CAGED"
"2021-06","RJ",97997,81943,"Novo CAGED"
"2021-06","RN",15101,10219,"Novo CAGED"
"2021-06","RO",12096,9121,"Novo CAGED"
"2021-06","RR",2872,2089,"Novo CAGED"
"2021-06","RS",100774,89245,"Novo CAGED"
"2021-06","SC",111948,96396,"Novo CAGED"
"2021-06","SE",7080,5968,"Novo CAGED"
"2021-06","SP",500775,412239,"Novo CAGED"
"2021-06","TO",7976,6011,"Novo CAGED"
"2021-07","AC",3485,2613,"Novo CAGED"
"2021-07","AL",12073,7979,"Novo CAGED"
"2021-07","AM",20979,13482,"Novo CAGED"
"2021-07","AP",2579,1736,"Novo CAGED"
"2021-07","BA",59316,48361,"Novo CAGED"
"2021-07","CE",43355,29677,"Novo CAGED"
"2021-07","DF",29292,21558,"Novo CAGED"
"2021-07","ES",33856,31362,"Novo CAGED"
"2021-07","GO",63143,49464,"Novo CAGED"
"2021-07","MA",18427,13306,"Novo CAGED"
"2021-07","MG",191474,154415,"Novo CAGED"
"2021-07","MS",23871,19589,"Novo CAGED"
"2021-07","MT",47113,34481,"Novo CAGED"
"2021-07","PA",34543,24954,"Novo CAGED"
"2021-07","PB",14101,10654,"Novo CAGED"
"2021-07","PE",38370,29193,"Novo CAGED"
"2021-07","PI",9736,6894,"Novo CAGED"
"2021-07","PR",126176,111890,"Novo CAGED"
"2021-07","RJ",105861,86805,"Novo CAGED"
"2021-07","RN",15974,11347,"Novo CAGED"
"2021-07","RO",12378,9874,"Novo CAGED"
"2021-07","RR",2733,2369,"Novo CAGED"
"2021-07","RS",108661,93807,"Novo CAGED"
"2021-07","SC",115238,101828,"Novo CAGED"
"2021-07","SE",7204,5688,"Novo CAGED"
"2021-07","SP",507330,411095,"Novo CAGED"
"2021-07","TO",8210,6388,"Novo CAGED"
"2021-08","AC",3417,3030,"Novo CAGED"
"2021-08","AL",14350,8863,"Novo CAGED"
"2021-08","AM",20045,14145,"Novo CAGED"
"2021-08","AP",2695,1825,"Novo CAGED"
"2021-08","BA",65262,46957,"Novo CAGED"
"2021-08","CE",48557,31784,"Novo CAGED"
"2021-08","DF",31878,22524,"Novo CAGED"
"2021-08","ES",37763,32679,"Novo CAGED"
"2021-08","GO",65715,53792,"Novo CAGED"
"2021-08","MA",18092,13417,"Novo CAGED"
"2021-08","MG",203741,162413,"Novo CAGED"
"2021-08","MS",25062,22103,"Novo CAGED"
"2021-08","MT",44636,38613,"Novo CAGED"
"2021-08","PA",37290,28116,"Novo CAGED"
"2021-08","PB",21225,10670,"Novo CAGED"
"2021-08","PE",48706,31315,"Novo CAGED"
"2021-08","PI",10610,7631,"Novo CAGED"
"2021-08","PR",141173,119017,"Novo CAGED"
"2021-08","RJ",116007,92812,"Novo CAGED"
"2021-08","RN",19220,11670,"Novo CAGED"
"2021-08","RO",12578,10292,"Novo CAGED"
"2021-08","RR",3215,2614,"Novo CAGED"
"2021-08","RS",111797,99394,"Novo CAGED"
"2021-08","SC",127015,106644,"Novo CAGED"
"2021-08","SE",8475,6727,"Novo CAGED"
"2021-08","SP",562480,449577,"Novo CAGED"
"2021-08","TO",8781,7262,"Novo CAGED"
"2021-09","AC",4311,3194,"Novo CAGED"
"2021-09","AL",25628,8650,"Novo CAGED"
"2021-09","AM",18401,14101,"Novo CAGED"
"2021-09","AP",2608,2318,"Novo CAGED"
"2021-09","BA",63599,52121,"Novo CAGED"
"2021-09","CE",47532,33428,"Novo CAGED"
"2021-09","DF",30269,23723,"Novo CAGED"
"2021-09","ES",34612,28545,"Novo CAGED"
"2021-09","GO",64396,57487,"Novo CAGED"
"2021-09","MA",17610,14344,"Novo CAGED"
"2021-09","MG",193441,167545,"Novo CAGED"
"2021-09","MS",25533,22574,"Novo CAGED"
"2021-09","MT",45644,39726,"Novo CAGED"
"2021-09","PA",34587,26735,"Novo CAGED"
"2021-09","PB",15623,10486,"Novo CAGED"
"2021-09","PE",60743,33586,"Novo CAGED"
"2021-09","PI",10724,7347,"Novo CAGED"
"2021-09","PR",133946,118802,"Novo CAGED"
"2021-09","RJ",111392,90775,"Novo CAGED"
"2021-09","RN",17588,11202,"Novo CAGED"
"2021-09","RO",11845,11416,"Novo CAGED"
"2021-09","RR",3060,2508,"Novo CAGED"
"2021-09","RS",109096,94688,"Novo CAGED"
"2021-09","SC",125664,107348,"Novo CAGED"
"2021-09","SE",13898,7510,"Novo CAGED"
"2021-09","SP",548615,465040,"Novo CAGED"
"2021-09","TO",9153,7236,"Novo CAGED"
"2021-10","AC",3834,2789,"Novo CAGED"
"2021-10","AL",12520,8964,"Novo CAGED"
"2021-10","AM",17305,15206,"Novo CAGED"
"2021-10","AP",2514,2613,"Novo CAGED"
"2021-10","BA",67157,54565,"Novo CAGED"
"2021-10","CE",43860,35898,"Novo CAGED"
"2021-10","DF",29996,24595,"Novo CAGED"
"2021-10","ES",34406,31071,"Novo CAGED"
"2021-10","GO",64469,60828,"Novo CAGED"
"2021-10","MA",18679,13491,"Novo CAGED"
"2021-10","MG",191256,172139,"Novo CAGED"
"2021-10","MS",25631,22224,"Novo CAGED"
"2021-10","MT",43380,39638,"Novo CAGED"
"2021-10","PA",35661,32851,"Novo CAGED"
"2021-10","PB",14890,10612,"Novo CAGED"
"2021-10","PE",45377,33821,"Novo CAGED"
"2021-10","PI",10100,8562,"Novo CAGED"
"2021-10","PR",132339,116470,"Novo CAGED"
"2021-10","RJ",111991,92453,"Novo CAGED"
"2021-10","RN",16028,12143,"Novo CAGED"
"2021-10","RO",11746,10892,"Novo CAGED"
"2021-10","RR",3189,2713,"Novo CAGED"
"2021-10","RS",116194,95882,"Novo CAGED"
"2021-10","SC",122177,104094,"Novo CAGED"
"2021-10","SE",9122,6800,"Novo CAGED"
"2021-10","SP",557442,478672,"Novo CAGED"
"2021-10","TO",8985,7191,"Novo CAGED"
"2021-11","AC",3577,2612,"Novo CAGED"
"2021-11","AL",12200,8473,"Novo CAGED"
"2021-11","AM",17848,13061,"Novo CAGED"
"2021-11","AP",3013,2041,"Novo CAGED"
"2021-11","BA",67422,51432,"Novo CAGED"
"2021-11","CE",43190,30597,"Novo CAGED"
"2021-11","DF",31796,23894,"Novo CAGED"
"2021-11","ES",35989,27494,"Novo CAGED"
"2021-11","GO",63052,60222,"Novo CAGED"
"2021-11","MA",17321,14475,"Novo CAGED"
"2021-11","MG",189427,166549,"Novo CAGED"
"2021-11","MS",24863,22813,"Novo CAGED"
"2021-11","MT",39962,38546,"Novo CAGED"
"2021-11","PA",32354,26301,"Novo CAGED"
"2021-11","PB",14461,10063,"Novo CAGED"
"2021-11","PE",45556,34531,"Novo CAGED"
"2021-11","PI",9545,7929,"Novo CAGED"
"2021-11","PR",132790,115284,"Novo CAGED"
"2021-11","RJ",123398,87864,"Novo CAGED"
"2021-11","RN",15108,11899,"Novo CAGED"
"2021-11","RO",11796,10292,"Novo CAGED"
"2021-11","RR",3486,3064,"Novo CAGED"
"2021-11","RS",114288,95515,"Novo CAGED"
"2021-11","SC",117444,99390,"Novo CAGED"
"2021-11","SE",8464,6636,"Novo CAGED"
"2021-11","SP",576655,459568,"Novo CAGED"
"2021-11","TO",8709,7433,"Novo CAGED"
"2021-12","AC",2633,2880,"Novo CAGED"
"2021-12","AL",10231,9609,"Novo CAGED"
"2021-12","AM",13456,16611,"Novo CAGED"
"2021-12","AP",2209,2534,"Novo CAGED"
"2021-12","BA",57636,63271,"Novo CAGED"
"2021-12","CE",33542,35029,"Novo CAGED"
"2021-12","DF",26850,30051,"Novo CAGED"
"2021-12","ES",30580,35560,"Novo CAGED"
"2021-12","GO",54144,61604,"Novo CAGED"
"2021-12","MA",15163,16250,"Novo CAGED"
"2021-12","MG",155121,180365,"Novo CAGED"
"2021-12","MS",19788,24582,"Novo CAGED"
"2021-12","MT",33526,41480,"Novo CAGED"
"2021-12","PA",25509,32731,"Novo CAGED"
"2021-12","PB",12751,12973,"Novo CAGED"
"2021-12","PE",35249,41400,"Novo CAGED"
"2021-12","PI",7765,9661,"Novo CAGED"
"2021-12","PR",106496,130975,"Novo CAGED"
"2021-12","RJ",107666,112401,"Novo CAGED"
"2021-12","RN",12710,13732,"Novo CAGED"
"2021-12","RO",9900,10916,"Novo CAGED"
"2021-12","RR",2865,2954,"Novo CAGED"
"2021-12","RS",90962,108994,"Novo CAGED"
"2021-12","SC",88735,126088,"Novo CAGED"
"2021-12","SE",7621,8209,"Novo CAGED"
"2021-12","SP",460024,553398,"Novo CAGED"
"2021-12","TO",6625,8357,"Novo CAGED"
"2022-01","AC",3356,3128,"Novo CAGED"
"2022-01","AL",11448,11731,"Novo CAGED"
"2022-01","AM",17884,17259,"Novo CAGED"
"2022-01","AP",2868,2404,"Novo CAGED"
"2022-01","BA",67117,55790,"Novo CAGED"
"2022-01","CE",40679,42183,"Novo CAGED"
"2022-01","DF",31723,28631,"Novo CAGED"
"2022-01","ES",36563,32889,"Novo CAGED"
"2022-01","GO",72051,59276,"Novo CAGED"
"2022-01","MA",18164,17467,"Novo CAGED"
"2022-01","MG",179519,180726,"Novo CAGED"
"2022-01","MS",28508,24801,"Novo CAGED"
"2022-01","MT",55012,39189,"Novo CAGED"
"2022-01","PA",31998,32778,"Novo CAGED"
"2022-01","PB",14237,15472,"Novo CAGED"
"2022-01","PE",41620,41153,"Novo CAGED"
"2022-01","PI",9416,9946,"Novo CAGED"
"2022-01","PR",141636,123224,"Novo CAGED"
"2022-01","RJ",108812,107155,"Novo CAGED"
"2022-01","RN",14176,16784,"Novo CAGED"
"2022-01","RO",12053,11289,"Novo CAGED"
"2022-01","RR",3486,3142,"Novo CAGED"
"2022-01","RS",119623,102003,"Novo CAGED"
"2022-01","SC",137559,114247,"Novo CAGED"
"2022-01","SE",8323,9574,"Novo CAGED"
"2022-01","SP",547933,503362,"Novo CAGED"
"2022-01","TO",9101,8229,"Novo CAGED"
"2022-02","AC",4025,3312,"Novo CAGED"
"2022-02","AL",12526,13059,"Novo CAGED"
"2022-02","AM",18819,15600,"Novo CAGED"
"2022-02","AP",2764,2609,"Novo CAGED"
"2022-02","BA",73197,60584,"Novo CAGED"
"2022-02","CE",46076,38023,"Novo CAGED"
"2022-02","DF",35872,28672,"Novo CAGED"
"2022-02","ES",41628,34549,"Novo CAGED"
"2022-02","GO",76911,59232,"Novo CAGED"
"2022-02","MA",19824,16300,"Novo CAGED"
"2022-02","MG",221380,184184,"Novo CAGED"
"2022-02","MS",32349,24924,"Novo CAGED"
"2022-02","MT",50363,41832,"Novo CAGED"
