"Data";"cod_rgi";"UF";"Admissões";"Demissões"
"2012-04-01";220001;"PI";5165;4437
"2012-04-01";220002;"PI";78;44
"2012-04-01";220003;"PI";152;96
"2012-04-01";220004;"PI";52;37
"2012-04-01";220005;"PI";11;15
"2012-04-01";220006;"PI";583;472
"2012-04-01";220007;"PI";120;126
"2012-04-01";220008;"PI";97;37
"2012-04-01";220009;"PI";461;298
"2012-04-01";220010;"PI";21;52
"2012-04-01";220011;"PI";66;34
"2012-04-01";220012;"PI";16;5
"2012-04-01";220013;"PI";24;62
"2012-04-01";220014;"PI";31;21
"2012-04-01";220015;"PI";106;56
"2012-04-01";220016;"PI";65;95
"2012-04-01";220017;"PI";290;227
"2012-04-01";220018;"PI";251;227
"2012-04-01";220019;"PI";30;59
"2012-04-01";230001;"CE";25124;21366
"2012-04-01";230002;"CE";437;255
"2012-04-01";230003;"CE";198;156
"2012-04-01";230004;"CE";149;94
"2012-04-01";230005;"CE";240;155
"2012-04-01";230006;"CE";448;363
"2012-04-01";230007;"CE";988;547
"2012-04-01";230008;"CE";487;387
"2012-04-01";230009;"CE";350;298
"2012-04-01";230010;"CE";43;49
"2012-04-01";230011;"CE";1842;1576
"2012-04-01";230012;"CE";229;176
"2012-04-01";230013;"CE";169;83
"2012-04-01";230014;"CE";74;64
"2012-04-01";230015;"CE";1363;763
"2012-04-01";230016;"CE";376;276
"2012-04-01";230017;"CE";430;252
"2012-04-01";230018;"CE";400;132
"2012-04-01";240001;"RN";7497;6573
"2012-04-01";240002;"RN";46;40
"2012-04-01";240003;"RN";365;222
"2012-04-01";240004;"RN";101;53
"2012-04-01";240005;"RN";183;52
"2012-04-01";240006;"RN";22;40
"2012-04-01";240007;"RN";461;410
"2012-04-01";240008;"RN";225;157
"2012-04-01";240009;"RN";2279;1641
"2012-04-01";240010;"RN";126;78
"2012-04-01";240011;"RN";510;823
"2012-04-01";250001;"PB";5998;5307
"2012-04-01";250002;"PB";253;197
"2012-04-01";250003;"PB";572;165
"2012-04-01";250004;"PB";81;29
"2012-04-01";250005;"PB";2441;1726
"2012-04-01";250006;"PB";29;20
"2012-04-01";250007;"PB";19;40
"2012-04-01";250008;"PB";18;12
"2012-04-01";250009;"PB";375;250
"2012-04-01";250010;"PB";36;51
"2012-04-01";250011;"PB";93;81
"2012-04-01";250012;"PB";36;20
"2012-04-01";250013;"PB";17;24
"2012-04-01";250014;"PB";204;169
"2012-04-01";250015;"PB";115;113
"2012-04-01";260001;"PE";22196;16743
"2012-04-01";260002;"PE";1344;684
"2012-04-01";260003;"PE";755;93
"2012-04-01";260004;"PE";171;125
"2012-04-01";260005;"PE";1793;342
"2012-04-01";260006;"PE";251;289
"2012-04-01";260007;"PE";6812;290
"2012-04-01";260008;"PE";114;95
"2012-04-01";260009;"PE";5595;2401
"2012-04-01";260010;"PE";623;543
"2012-04-01";260011;"PE";335;478
"2012-04-01";260012;"PE";393;273
"2012-04-01";260013;"PE";402;262
"2012-04-01";260014;"PE";150;139
"2012-04-01";260015;"PE";4450;2369
"2012-04-01";260016;"PE";222;187
"2012-04-01";260017;"PE";272;143
"2012-04-01";260018;"PE";1106;114
"2012-04-01";270001;"AL";8209;4569
"2012-04-01";270002;"AL";928;213
"2012-04-01";270003;"AL";4677;147
"2012-04-01";270004;"AL";1842;129
"2012-04-01";270005;"AL";2191;165
"2012-04-01";270006;"AL";1782;72
"2012-04-01";270007;"AL";1680;861
"2012-04-01";270008;"AL";115;91
"2012-04-01";270009;"AL";69;40
"2012-04-01";270010;"AL";68;60
"2012-04-01";270011;"AL";30;65
"2012-04-01";280001;"SE";8220;4489
"2012-04-01";280002;"SE";241;215
"2012-04-01";280003;"SE";186;87
"2012-04-01";280004;"SE";497;438
"2012-04-01";280005;"SE";337;345
"2012-04-01";280006;"SE";132;76
"2012-04-01";290001;"BA";24612;19101
"2012-04-01";290002;"BA";853;822
"2012-04-01";290003;"BA";555;505
"2012-04-01";290004;"BA";445;570
"2012-04-01";290005;"BA";353;332
"2012-04-01";290006;"BA";188;110
"2012-04-01";290007;"BA";1568;1341
"2012-04-01";290008;"BA";1575;1401
"2012-04-01";290009;"BA";1899;2053
"2012-04-01";290010;"BA";111;102
"2012-04-01";290011;"BA";2280;2249
"2012-04-01";290012;"BA";508;483
"2012-04-01";290013;"BA";511;319
"2012-04-01";290014;"BA";204;134
"2012-04-01";290015;"BA";233;417
"2012-04-01";290016;"BA";606;429
"2012-04-01";290017;"BA";169;267
"2012-04-01";290018;"BA";2576;2483
"2012-04-01";290019;"BA";447;469
"2012-04-01";290020;"BA";415;261
"2012-04-01";290021;"BA";93;74
"2012-04-01";290022;"BA";3104;1520
"2012-04-01";290023;"BA";319;272
"2012-04-01";290024;"BA";217;190
"2012-04-01";290025;"BA";180;80
"2012-04-01";290026;"BA";58;44
"2012-04-01";290027;"BA";33;47
"2012-04-01";290028;"BA";12;8
"2012-04-01";290029;"BA";3612;2977
"2012-04-01";290030;"BA";331;286
"2012-04-01";290031;"BA";293;287
"2012-04-01";290032;"BA";177;274
"2012-04-01";290033;"BA";278;321
"2012-04-01";290034;"BA";154;232
"2012-04-01";310001;"MG";54477;43073
"2012-04-01";310002;"MG";2270;2240
"2012-04-01";310003;"MG";1240;1090
"2012-04-01";310004;"MG";872;646
"2012-04-01";310005;"MG";821;634
"2012-04-01";310006;"MG";3048;2676
"2012-04-01";310007;"MG";725;670
"2012-04-01";310008;"MG";361;612
"2012-04-01";310009;"MG";113;159
"2012-04-01";310010;"MG";753;653
"2012-04-01";310011;"MG";60;102
"2012-04-01";310012;"MG";111;107
"2012-04-01";310013;"MG";1108;1058
"2012-04-01";310014;"MG";466;550
"2012-04-01";310015;"MG";140;119
"2012-04-01";310016;"MG";243;265
"2012-04-01";310017;"MG";115;191
"2012-04-01";310018;"MG";73;59
"2012-04-01";310019;"MG";32;25
"2012-04-01";310020;"MG";1665;1564
"2012-04-01";310021;"MG";275;227
"2012-04-01";310022;"MG";134;147
"2012-04-01";310023;"MG";88;90
"2012-04-01";310024;"MG";3559;3087
"2012-04-01";310025;"MG";762;959
"2012-04-01";310026;"MG";1106;718
"2012-04-01";310027;"MG";4743;4451
"2012-04-01";310028;"MG";946;1486
"2012-04-01";310029;"MG";1664;1525
"2012-04-01";310030;"MG";582;584
"2012-04-01";310031;"MG";639;601
"2012-04-01";310032;"MG";621;717
"2012-04-01";310033;"MG";508;561
"2012-04-01";310034;"MG";233;177
"2012-04-01";310035;"MG";425;342
"2012-04-01";310036;"MG";136;110
"2012-04-01";310037;"MG";765;712
"2012-04-01";310038;"MG";1745;1454
"2012-04-01";310039;"MG";850;882
"2012-04-01";310040;"MG";1691;1998
"2012-04-01";310041;"MG";1431;1870
"2012-04-01";310042;"MG";1289;2311
"2012-04-01";310043;"MG";1299;2014
"2012-04-01";310044;"MG";914;1592
"2012-04-01";310045;"MG";615;1258
"2012-04-01";310046;"MG";817;1577
"2012-04-01";310047;"MG";668;1069
"2012-04-01";310048;"MG";526;532
"2012-04-01";310049;"MG";342;495
"2012-04-01";310050;"MG";3979;4105
"2012-04-01";310051;"MG";2185;2566
"2012-04-01";310052;"MG";760;801
"2012-04-01";310053;"MG";773;1541
"2012-04-01";310054;"MG";225;295
"2012-04-01";310055;"MG";3521;3034
"2012-04-01";310056;"MG";1482;2155
"2012-04-01";310057;"MG";586;636
"2012-04-01";310058;"MG";390;332
"2012-04-01";310059;"MG";9605;9106
"2012-04-01";310060;"MG";641;725
"2012-04-01";310061;"MG";570;708
"2012-04-01";310062;"MG";5209;6384
"2012-04-01";310063;"MG";843;716
"2012-04-01";310064;"MG";1321;2616
"2012-04-01";310065;"MG";5876;5075
"2012-04-01";310066;"MG";1495;1496
"2012-04-01";310067;"MG";1029;843
"2012-04-01";310068;"MG";914;944
"2012-04-01";310069;"MG";471;626
"2012-04-01";310070;"MG";200;198
"2012-04-01";320001;"ES";16332;12911
"2012-04-01";320002;"ES";1059;1012
"2012-04-01";320003;"ES";1502;2878
"2012-04-01";320004;"ES";3380;2447
"2012-04-01";320005;"ES";1440;1333
"2012-04-01";320006;"ES";412;352
"2012-04-01";320007;"ES";1712;1500
"2012-04-01";320008;"ES";460;523
"2012-04-01";330001;"RJ";67863;61738
"2012-04-01";330002;"RJ";749;917
"2012-04-01";330003;"RJ";547;490
"2012-04-01";330004;"RJ";3680;3166
"2012-04-01";330005;"RJ";1118;1325
"2012-04-01";330006;"RJ";460;404
"2012-04-01";330007;"RJ";2825;2493
"2012-04-01";330008;"RJ";1832;1607
"2012-04-01";330009;"RJ";1094;796
"2012-04-01";330010;"RJ";2191;2030
"2012-04-01";330011;"RJ";663;529
"2012-04-01";330012;"RJ";295;272
"2012-04-01";330013;"RJ";2175;1866
"2012-04-01";330014;"RJ";4117;4032
"2012-04-01";350001;"SP";190011;179721
"2012-04-01";350002;"SP";8705;6580
"2012-04-01";350003;"SP";13397;12470
"2012-04-01";350004;"SP";2126;1477
"2012-04-01";350005;"SP";872;772
"2012-04-01";350006;"SP";1447;1145
"2012-04-01";350007;"SP";1802;1471
"2012-04-01";350008;"SP";945;716
"2012-04-01";350009;"SP";5718;4834
"2012-04-01";350010;"SP";2493;2386
"2012-04-01";350011;"SP";2023;1754
"2012-04-01";350012;"SP";1028;891
"2012-04-01";350013;"SP";2435;2226
"2012-04-01";350014;"SP";1297;1054
"2012-04-01";350015;"SP";1380;1254
"2012-04-01";350016;"SP";882;769
"2012-04-01";350017;"SP";460;332
"2012-04-01";350018;"SP";2537;2496
"2012-04-01";350019;"SP";724;781
"2012-04-01";350020;"SP";748;575
"2012-04-01";350021;"SP";276;279
"2012-04-01";350022;"SP";2033;1973
"2012-04-01";350023;"SP";1673;1864
"2012-04-01";350024;"SP";793;694
"2012-04-01";350025;"SP";7717;6810
"2012-04-01";350026;"SP";1380;1639
"2012-04-01";350027;"SP";1177;1022
"2012-04-01";350028;"SP";370;321
"2012-04-01";350029;"SP";798;694
"2012-04-01";350030;"SP";370;281
"2012-04-01";350031;"SP";12463;11397
"2012-04-01";350032;"SP";2890;2922
"2012-04-01";350033;"SP";3518;3840
"2012-04-01";350034;"SP";849;903
"2012-04-01";350035;"SP";572;544
"2012-04-01";350036;"SP";4964;5150
"2012-04-01";350037;"SP";4090;3510
"2012-04-01";350038;"SP";26987;25435
"2012-04-01";350039;"SP";8241;7554
"2012-04-01";350040;"SP";4703;4033
"2012-04-01";350041;"SP";3088;2819
"2012-04-01";350042;"SP";2887;2591
"2012-04-01";350043;"SP";2498;2387
"2012-04-01";350044;"SP";1937;2096
"2012-04-01";350045;"SP";1829;1633
"2012-04-01";350046;"SP";1954;1766
"2012-04-01";350047;"SP";1013;2252
"2012-04-01";350048;"SP";806;859
"2012-04-01";350049;"SP";7475;7026
"2012-04-01";350050;"SP";3456;3430
"2012-04-01";350051;"SP";1787;1918
"2012-04-01";350052;"SP";1529;1359
"2012-04-01";350053;"SP";468;468
"2012-04-01";410001;"PR";37292;32608
"2012-04-01";410002;"PR";1674;1598
"2012-04-01";410003;"PR";979;815
"2012-04-01";410004;"PR";1698;1587
"2012-04-01";410005;"PR";212;156
"2012-04-01";410006;"PR";5338;4765
"2012-04-01";410007;"PR";3299;2913
"2012-04-01";410008;"PR";2467;2418
"2012-04-01";410009;"PR";1721;1549
"2012-04-01";410010;"PR";2300;1805
"2012-04-01";410011;"PR";492;320
"2012-04-01";410012;"PR";655;555
"2012-04-01";410013;"PR";762;652
"2012-04-01";410014;"PR";7451;6788
"2012-04-01";410015;"PR";1417;1263
"2012-04-01";410016;"PR";1489;1425
"2012-04-01";410017;"PR";1095;1146
"2012-04-01";410018;"PR";1078;1328
"2012-04-01";410019;"PR";233;256
"2012-04-01";410020;"PR";267;220
"2012-04-01";410021;"PR";8793;8202
"2012-04-01";410022;"PR";1368;1157
"2012-04-01";410023;"PR";1582;1443
"2012-04-01";410024;"PR";885;867
"2012-04-01";410025;"PR";295;230
"2012-04-01";410026;"PR";217;175
"2012-04-01";410027;"PR";4644;4066
"2012-04-01";410028;"PR";1060;826
"2012-04-01";410029;"PR";728;871
"2012-04-01";420001;"SC";13552;13895
"2012-04-01";420002;"SC";4509;3950
"2012-04-01";420003;"SC";2843;2424
"2012-04-01";420004;"SC";1237;1562
"2012-04-01";420005;"SC";2030;1880
"2012-04-01";420006;"SC";483;522
"2012-04-01";420007;"SC";4125;3658
"2012-04-01";420008;"SC";1764;1615
"2012-04-01";420009;"SC";1094;891
"2012-04-01";420010;"SC";1614;1201
"2012-04-01";420011;"SC";930;736
"2012-04-01";420012;"SC";359;284
"2012-04-01";420013;"SC";364;281
"2012-04-01";420014;"SC";1069;771
"2012-04-01";420015;"SC";1480;1212
"2012-04-01";420016;"SC";11750;10149
"2012-04-01";420017;"SC";1700;1413
"2012-04-01";420018;"SC";1443;1250
"2012-04-01";420019;"SC";8180;7584
"2012-04-01";420020;"SC";8917;7887
"2012-04-01";420021;"SC";3035;2437
"2012-04-01";420022;"SC";1987;1768
"2012-04-01";420023;"SC";730;599
"2012-04-01";420024;"SC";320;329
"2012-04-01";430001;"RS";25545;25287
"2012-04-01";430002;"RS";7576;6810
"2012-04-01";430003;"RS";1361;1067
"2012-04-01";430004;"RS";1522;1657
"2012-04-01";430005;"RS";568;295
"2012-04-01";430006;"RS";603;532
"2012-04-01";430007;"RS";702;692
"2012-04-01";430008;"RS";424;353
"2012-04-01";430009;"RS";3805;3637
"2012-04-01";430010;"RS";1105;711
"2012-04-01";430011;"RS";2200;2056
"2012-04-01";430012;"RS";407;315
"2012-04-01";430013;"RS";286;362
"2012-04-01";430014;"RS";281;262
"2012-04-01";430015;"RS";872;702
"2012-04-01";430016;"RS";458;517
"2012-04-01";430017;"RS";438;342
"2012-04-01";430018;"RS";1294;1085
"2012-04-01";430019;"RS";659;679
"2012-04-01";430020;"RS";771;598
"2012-04-01";430021;"RS";509;360
"2012-04-01";430022;"RS";247;167
"2012-04-01";430023;"RS";321;293
"2012-04-01";430024;"RS";149;125
"2012-04-01";430025;"RS";2182;1875
"2012-04-01";430026;"RS";1462;1376
"2012-04-01";430027;"RS";649;626
"2012-04-01";430028;"RS";832;756
"2012-04-01";430029;"RS";510;429
"2012-04-01";430030;"RS";626;586
"2012-04-01";430031;"RS";200;173
"2012-04-01";430032;"RS";414;341
"2012-04-01";430033;"RS";224;217
"2012-04-01";430034;"RS";229;131
"2012-04-01";430035;"RS";94;66
"2012-04-01";430036;"RS";7843;7274
"2012-04-01";430037;"RS";2285;2045
"2012-04-01";430038;"RS";930;868
"2012-04-01";430039;"RS";1250;1225
"2012-04-01";430040;"RS";2464;6006
"2012-04-01";430041;"RS";2491;2351
"2012-04-01";430042;"RS";108;307
"2012-04-01";430043;"RS";480;461
"2012-04-01";500001;"MS";8705;7906
"2012-04-01";500002;"MS";1508;1389
"2012-04-01";500003;"MS";1176;1256
"2012-04-01";500004;"MS";656;473
"2012-04-01";500005;"MS";2860;6689
"2012-04-01";500006;"MS";552;644
"2012-04-01";500007;"MS";618;703
"2012-04-01";500008;"MS";417;332
"2012-04-01";500009;"MS";221;218
"2012-04-01";500010;"MS";494;384
"2012-04-01";500011;"MS";542;445
"2012-04-01";500012;"MS";353;308
"2012-04-01";510001;"MT";9263;8394
"2012-04-01";510002;"MT";2684;2535
"2012-04-01";510003;"MT";722;598
"2012-04-01";510004;"MT";380;295
"2012-04-01";510005;"MT";901;840
"2012-04-01";510006;"MT";376;300
"2012-04-01";510007;"MT";2714;2398
"2012-04-01";510008;"MT";4039;3355
"2012-04-01";510009;"MT";732;642
"2012-04-01";510010;"MT";772;690
"2012-04-01";510011;"MT";563;390
"2012-04-01";510012;"MT";523;376
"2012-04-01";510013;"MT";982;815
"2012-04-01";510014;"MT";762;562
"2012-04-01";510015;"MT";952;735
"2012-04-01";510016;"MT";3306;2763
"2012-04-01";510017;"MT";1472;1463
"2012-04-01";510018;"MT";251;257
"2012-04-01";520001;"GO";23698;21365
"2012-04-01";520002;"GO";3907;3386
"2012-04-01";520003;"GO";933;886
"2012-04-01";520004;"GO";1242;1100
"2012-04-01";520005;"GO";654;635
"2012-04-01";520006;"GO";449;283
"2012-04-01";520007;"GO";1610;1595
"2012-04-01";520008;"GO";1471;1034
"2012-04-01";520009;"GO";240;283
"2012-04-01";520010;"GO";2644;2426
"2012-04-01";520011;"GO";1697;1649
"2012-04-01";520012;"GO";430;447
"2012-04-01";520013;"GO";262;232
"2012-04-01";520014;"GO";331;240
"2012-04-01";520015;"GO";770;764
"2012-04-01";520016;"GO";540;367
"2012-04-01";520017;"GO";693;521
"2012-04-01";520018;"GO";1283;1443
"2012-04-01";520019;"GO";2242;2888
"2012-04-01";520020;"GO";956;1347
"2012-04-01";520021;"GO";340;232
"2012-04-01";520022;"GO";194;198
"2012-04-01";530001;"DF";22739;19444
"2012-05-01";110001;"RO";3053;2855
"2012-05-01";110002;"RO";969;907
"2012-05-01";110003;"RO";378;364
"2012-05-01";110004;"RO";1521;1648
"2012-05-01";110005;"RO";1967;1845
"2012-05-01";110006;"RO";1141;1098
"2012-05-01";120001;"AC";1446;1744
"2012-05-01";120002;"AC";111;63
"2012-05-01";120003;"AC";124;75
"2012-05-01";120004;"AC";146;119
"2012-05-01";120005;"AC";39;37
"2012-05-01";130001;"AM";10988;9437
"2012-05-01";130002;"AM";15;13
"2012-05-01";130003;"AM";13;18
"2012-05-01";130004;"AM";93;57
"2012-05-01";130005;"AM";47;33
"2012-05-01";130006;"AM";34;12
"2012-05-01";130007;"AM";4;3
"2012-05-01";130008;"AM";36;30
"2012-05-01";130009;"AM";150;92
"2012-05-01";130010;"AM";67;52
"2012-05-01";130011;"AM";206;114
"2012-05-01";140001;"RR";1594;1449
"2012-05-01";140002;"RR";8;15
"2012-05-01";140003;"RR";26;31
"2012-05-01";140004;"RR";13;11
"2012-05-01";150001;"PA";12153;9690
"2012-05-01";150002;"PA";73;33
"2012-05-01";150003;"PA";961;494
"2012-05-01";150004;"PA";1660;937
"2012-05-01";150005;"PA";163;100
"2012-05-01";150006;"PA";339;466
"2012-05-01";150007;"PA";1175;824
"2012-05-01";150008;"PA";145;28
"2012-05-01";150009;"PA";1642;1706
"2012-05-01";150010;"PA";2657;1634
"2012-05-01";150011;"PA";524;545
"2012-05-01";150012;"PA";860;947
"2012-05-01";150013;"PA";448;383
"2012-05-01";150014;"PA";645;442
"2012-05-01";150015;"PA";1063;865
"2012-05-01";150016;"PA";617;483
"2012-05-01";150017;"PA";393;192
"2012-05-01";150018;"PA";1097;655
"2012-05-01";150019;"PA";75;62
"2012-05-01";150020;"PA";73;58
"2012-05-01";150021;"PA";46;28
"2012-05-01";160001;"AP";1891;1393
"2012-05-01";160002;"AP";22;25
"2012-05-01";160003;"AP";16;13
"2012-05-01";160004;"AP";150;99
"2012-05-01";170001;"TO";2420;2173
"2012-05-01";170002;"TO";407;321
"2012-05-01";170003;"TO";669;582
"2012-05-01";170004;"TO";84;73
"2012-05-01";170005;"TO";1186;1253
"2012-05-01";170006;"TO";164;179
"2012-05-01";170007;"TO";179;176
"2012-05-01";170008;"TO";32;33
"2012-05-01";170009;"TO";117;100
"2012-05-01";170010;"TO";723;618
"2012-05-01";170011;"TO";143;161
"2012-05-01";210001;"MA";6614;6219
"2012-05-01";210002;"MA";92;71
"2012-05-01";210003;"MA";158;105
"2012-05-01";210004;"MA";82;45
"2012-05-01";210005;"MA";15;28
"2012-05-01";210006;"MA";41;76
"2012-05-01";210007;"MA";59;45
"2012-05-01";210008;"MA";9;4
"2012-05-01";210009;"MA";305;294
"2012-05-01";210010;"MA";261;293
"2012-05-01";210011;"MA";70;43
"2012-05-01";210012;"MA";83;335
"2012-05-01";210013;"MA";281;1348
"2012-05-01";210014;"MA";215;184
"2012-05-01";210015;"MA";115;82
"2012-05-01";210016;"MA";85;94
"2012-05-01";210017;"MA";74;45
"2012-05-01";210018;"MA";31;45
"2012-05-01";210019;"MA";1963;1542
"2012-05-01";210020;"MA";392;193
"2012-05-01";210021;"MA";485;445
"2012-05-01";210022;"MA";725;685
"2012-05-01";220001;"PI";4992;5212
"2012-05-01";220002;"PI";45;47
"2012-05-01";220003;"PI";69;75
"2012-05-01";220004;"PI";35;33
"2012-05-01";220005;"PI";19;26
"2012-05-01";220006;"PI";762;529
"2012-05-01";220007;"PI";136;112
"2012-05-01";220008;"PI";248;45
"2012-05-01";220009;"PI";432;299
"2012-05-01";220010;"PI";21;80
"2012-05-01";220011;"PI";97;43
"2012-05-01";220012;"PI";38;5
"2012-05-01";220013;"PI";20;27
"2012-05-01";220014;"PI";49;37
"2012-05-01";220015;"PI";117;57
"2012-05-01";220016;"PI";81;103
"2012-05-01";220017;"PI";232;255
"2012-05-01";220018;"PI";218;185
"2012-05-01";220019;"PI";54;84
"2012-05-01";230001;"CE";26016;24565
"2012-05-01";230002;"CE";351;215
"2012-05-01";230003;"CE";170;165
"2012-05-01";230004;"CE";148;90
"2012-05-01";230005;"CE";229;145
"2012-05-01";230006;"CE";442;475
"2012-05-01";230007;"CE";1060;575
"2012-05-01";230008;"CE";744;363
"2012-05-01";230009;"CE";545;335
"2012-05-01";230010;"CE";56;58
"2012-05-01";230011;"CE";2424;1718
"2012-05-01";230012;"CE";204;157
"2012-05-01";230013;"CE";121;107
"2012-05-01";230014;"CE";133;85
"2012-05-01";230015;"CE";1421;904
"2012-05-01";230016;"CE";328;266
"2012-05-01";230017;"CE";388;264
"2012-05-01";230018;"CE";467;99
"2012-05-01";240001;"RN";8040;7792
"2012-05-01";240002;"RN";74;78
"2012-05-01";240003;"RN";1774;380
"2012-05-01";240004;"RN";50;42
"2012-05-01";240005;"RN";142;94
"2012-05-01";240006;"RN";44;21
"2012-05-01";240007;"RN";616;423
"2012-05-01";240008;"RN";224;122
"2012-05-01";240009;"RN";3806;1721
"2012-05-01";240010;"RN";157;94
"2012-05-01";240011;"RN";870;544
"2012-05-01";250001;"PB";9018;5972
"2012-05-01";250002;"PB";277;189
"2012-05-01";250003;"PB";3448;183
"2012-05-01";250004;"PB";138;61
"2012-05-01";250005;"PB";2894;2242
"2012-05-01";250006;"PB";51;36
"2012-05-01";250007;"PB";32;30
"2012-05-01";250008;"PB";19;27
"2012-05-01";250009;"PB";306;382
"2012-05-01";250010;"PB";55;81
"2012-05-01";250011;"PB";106;77
"2012-05-01";250012;"PB";53;49
"2012-05-01";250013;"PB";33;27
"2012-05-01";250014;"PB";273;167
"2012-05-01";250015;"PB";211;147
"2012-05-01";260001;"PE";23293;19596
"2012-05-01";260002;"PE";4652;777
"2012-05-01";260003;"PE";197;155
"2012-05-01";260004;"PE";198;162
"2012-05-01";260005;"PE";630;352
"2012-05-01";260006;"PE";1968;331
"2012-05-01";260007;"PE";440;589
"2012-05-01";260008;"PE";95;105
"2012-05-01";260009;"PE";3338;2905
"2012-05-01";260010;"PE";630;529
"2012-05-01";260011;"PE";317;259
"2012-05-01";260012;"PE";375;324
"2012-05-01";260013;"PE";476;304
"2012-05-01";260014;"PE";274;176
"2012-05-01";260015;"PE";3674;2475
"2012-05-01";260016;"PE";234;201
"2012-05-01";260017;"PE";224;125
"2012-05-01";260018;"PE";269;356
"2012-05-01";270001;"AL";5657;5036
"2012-05-01";270002;"AL";2725;232
"2012-05-01";270003;"AL";504;176
"2012-05-01";270004;"AL";362;168
"2012-05-01";270005;"AL";446;441
"2012-05-01";270006;"AL";115;81
"2012-05-01";270007;"AL";1198;1226
"2012-05-01";270008;"AL";443;71
"2012-05-01";270009;"AL";59;64
"2012-05-01";270010;"AL";108;126
"2012-05-01";270011;"AL";41;147
"2012-05-01";280001;"SE";5463;5844
"2012-05-01";280002;"SE";334;248
"2012-05-01";280003;"SE";191;460
"2012-05-01";280004;"SE";468;575
"2012-05-01";280005;"SE";359;323
"2012-05-01";280006;"SE";154;112
"2012-05-01";290001;"BA";25095;22026
"2012-05-01";290002;"BA";871;786
"2012-05-01";290003;"BA";656;627
"2012-05-01";290004;"BA";797;542
"2012-05-01";290005;"BA";337;407
"2012-05-01";290006;"BA";163;121
"2012-05-01";290007;"BA";1476;1770
"2012-05-01";290008;"BA";1559;1856
"2012-05-01";290009;"BA";1743;2692
"2012-05-01";290010;"BA";98;105
"2012-05-01";290011;"BA";2844;2388
"2012-05-01";290012;"BA";596;544
"2012-05-01";290013;"BA";398;384
"2012-05-01";290014;"BA";215;136
"2012-05-01";290015;"BA";290;452
"2012-05-01";290016;"BA";537;405
"2012-05-01";290017;"BA";186;291
"2012-05-01";290018;"BA";2855;2410
"2012-05-01";290019;"BA";410;437
"2012-05-01";290020;"BA";335;389
"2012-05-01";290021;"BA";118;109
"2012-05-01";290022;"BA";2319;1385
"2012-05-01";290023;"BA";313;285
"2012-05-01";290024;"BA";384;222
"2012-05-01";290025;"BA";201;69
"2012-05-01";290026;"BA";45;70
"2012-05-01";290027;"BA";39;67
"2012-05-01";290028;"BA";15;9
"2012-05-01";290029;"BA";4364;3827
"2012-05-01";290030;"BA";568;329
"2012-05-01";290031;"BA";382;364
"2012-05-01";290032;"BA";290;248
"2012-05-01";290033;"BA";280;217
"2012-05-01";290034;"BA";240;186
"2012-05-01";310001;"MG";56733;48057
"2012-05-01";310002;"MG";2567;2223
"2012-05-01";310003;"MG";1654;1302
"2012-05-01";310004;"MG";968;851
"2012-05-01";310005;"MG";890;700
"2012-05-01";310006;"MG";3501;3107
"2012-05-01";310007;"MG";604;630
"2012-05-01";310008;"MG";453;458
"2012-05-01";310009;"MG";127;120
"2012-05-01";310010;"MG";744;767
"2012-05-01";310011;"MG";64;112
"2012-05-01";310012;"MG";114;103
"2012-05-01";310013;"MG";1455;1075
"2012-05-01";310014;"MG";645;608
"2012-05-01";310015;"MG";162;156
"2012-05-01";310016;"MG";282;265
"2012-05-01";310017;"MG";114;119
"2012-05-01";310018;"MG";109;84
"2012-05-01";310019;"MG";35;37
"2012-05-01";310020;"MG";1936;1846
"2012-05-01";310021;"MG";282;273
"2012-05-01";310022;"MG";154;157
"2012-05-01";310023;"MG";188;215
"2012-05-01";310024;"MG";4237;4335
"2012-05-01";310025;"MG";783;1660
"2012-05-01";310026;"MG";1249;1180
"2012-05-01";310027;"MG";5466;4782
"2012-05-01";310028;"MG";1299;1693
"2012-05-01";310029;"MG";1929;1821
"2012-05-01";310030;"MG";955;656
"2012-05-01";310031;"MG";617;593
"2012-05-01";310032;"MG";767;801
"2012-05-01";310033;"MG";638;955
"2012-05-01";310034;"MG";255;264
"2012-05-01";310035;"MG";398;500
"2012-05-01";310036;"MG";127;149
"2012-05-01";310037;"MG";905;820
"2012-05-01";310038;"MG";2115;1763
"2012-05-01";310039;"MG";936;966
"2012-05-01";310040;"MG";2338;2564
"2012-05-01";310041;"MG";1812;2325
"2012-05-01";310042;"MG";1424;2538
"2012-05-01";310043;"MG";1477;1880
"2012-05-01";310044;"MG";982;1895
"2012-05-01";310045;"MG";701;1413
"2012-05-01";310046;"MG";939;1405
"2012-05-01";310047;"MG";826;1227
"2012-05-01";310048;"MG";598;582
"2012-05-01";310049;"MG";360;553
"2012-05-01";310050;"MG";4992;4539
"2012-05-01";310051;"MG";2194;2836
"2012-05-01";310052;"MG";794;852
"2012-05-01";310053;"MG";880;1103
"2012-05-01";310054;"MG";261;431
"2012-05-01";310055;"MG";3985;3546
"2012-05-01";310056;"MG";1701;2240
"2012-05-01";310057;"MG";581;603
"2012-05-01";310058;"MG";363;290
"2012-05-01";310059;"MG";9332;9472
"2012-05-01";310060;"MG";781;767
"2012-05-01";310061;"MG";558;770
"2012-05-01";310062;"MG";6475;6007
"2012-05-01";310063;"MG";960;912
"2012-05-01";310064;"MG";1692;2534
"2012-05-01";310065;"MG";6897;5909
"2012-05-01";310066;"MG";1581;2125
